osm_id,code,fclass,name,latitude,longitude
6571849133,5601,railway_station,Ghelda,72,23
6571849177,5601,railway_station,Jaksi,72,23
6571860282,5601,railway_station,Bhankoda,72,23
6571867204,5601,railway_station,Kanjh,72,23
6571896867,5601,railway_station,Tintoda,73,23
6571916829,5601,railway_station,Randheja,73,23
6571922113,5601,railway_station,Unava Vasan,73,23
6571962483,5601,railway_station,Limbodra,73,23
6572823262,5601,railway_station,Gerita Kolvada,73,24
6572840759,5601,railway_station,Lodra,73,23
6572844694,5601,railway_station,Pilwai Road,73,24
6572862392,5601,railway_station,Gawada Malosan,73,24
6572874580,5601,railway_station,Kukarvada,73,24
6572879993,5601,railway_station,Vasai Dabhla,73,24
6573046344,5601,railway_station,Chhatral,72,23
6573086144,5601,railway_station,Anakhol,72,23
6573094633,5601,railway_station,Karan Nagar,72,23
6573105752,5601,railway_station,Devsana,72,23
6573118825,5601,railway_station,Rantej,72,23
6573125944,5601,railway_station,Sankhalpur,72,24
6573134133,5601,railway_station,Brahmanvada,72,24
6573162885,5601,railway_station,Khambel,72,24
6573179291,5601,railway_station,Jitoda,72,24
6665668680,5601,railway_station,Valsad,73,21
6666205414,5601,railway_station,Hansapore,73,21
6671438757,5601,railway_station,Sanjali,73,22
6672476723,5601,railway_station,Miyagam Karjan Junction (NG),73,22
6685002436,5601,railway_station,Unai and Vansda Road,73,21
6689898446,5601,railway_station,Limbara,73,21
6689918574,5601,railway_station,Velachha,73,21
6689919741,5601,railway_station,Asarma,73,21
6689925613,5601,railway_station,Simodara,73,21
6689929511,5601,railway_station,Kevedi,73,21
6689940611,5601,railway_station,Chitalda,73,21
6689946193,5601,railway_station,Umarpada,73,21
6690374606,5601,railway_station,Tham,73,22
6694044337,5601,railway_station,Kayavarohan,73,22
6694105371,5601,railway_station,Baripur Mandala,73,22
6696408647,5601,railway_station,Chhuchhapura Junction,74,22
6696467313,5601,railway_station,Padaliya Road,74,22
6696490566,5601,railway_station,Ten Talav,73,22
6696490686,5601,railway_station,Moti Sadhli,74,22
6697171370,5601,railway_station,Prayagpura,73,22
6697589009,5601,railway_station,Karmaliyapura,73,22
6697616246,5601,railway_station,Vyankatpura,73,22
6697621343,5601,railway_station,Ajwa,73,22
6697684832,5601,railway_station,Karchiya,73,23
6697696250,5601,railway_station,Mevli,73,23
6697704681,5601,railway_station,Pandu Mewas,73,23
6697709912,5601,railway_station,Muval Tank,73,23
6697717939,5601,railway_station,Wasanapura,73,23
6697736383,5601,railway_station,Sandasal,73,23
6697744687,5601,railway_station,Desar Road,73,23
6697776497,5601,railway_station,Wejpur,73,23
6697892427,5601,railway_station,Khunvad,74,22
6724288800,5601,railway_station,Ranoli,73,22
6724658086,5601,railway_station,Utarsanda,73,23
6727553050,5601,railway_station,Vasan Iyava,72,23
6727610645,5601,railway_station,Sokali,72,23
6728806680,5601,railway_station,Khareshwar Road,72,23
6728824424,5601,railway_station,Bhaskarapara,72,23
6732644713,5601,railway_station,Khorana,71,22
6738000570,5601,railway_station,Viramdad,70,22
6738428335,5601,railway_station,Chandlodiya 'B',73,23
6738782992,5601,railway_station,Haripur,72,23
6738842035,5601,railway_station,Ghanshyamgadh Road,71,23
6738880088,5601,railway_station,Sukhpur,71,23
6738949538,5601,railway_station,Dhanala,71,23
